date,original_18_no_rules,original_18_active,original_18_total_wealth,optimal_standard_no_rules,optimal_standard_active,optimal_standard_total_wealth,optimal_ethical_no_rules,optimal_ethical_active,optimal_ethical_total_wealth,spy_benchmark
2010-04-05,105.98411202014792,105.98411202014792,105.98411202014792,102.31380864715038,102.31380864715038,102.31380864715038,103.95473869948974,103.95473869948974,103.95473869948974,105.22289278566188
2010-04-06,106.11849570189906,106.11849570189906,106.11849570189906,102.20871648229165,102.20871648229165,102.20871648229165,103.89456047617138,103.89456047617138,103.89456047617138,105.47096537682027
2010-04-07,106.00650774975432,106.00650774975432,106.00650774975432,102.56817261306001,102.56817261306001,102.56817261306001,103.84198688866498,103.84198688866498,103.84198688866498,104.86846857638932
2010-04-08,106.4305120959148,106.4305120959148,106.4305120959148,102.0182939361778,102.0182939361778,102.0182939361778,103.42922447422501,103.42922447422501,103.42922447422501,105.2317058077906
2010-04-09,106.94273216962092,106.94273216962092,106.94273216962092,102.2967020906012,102.2967020906012,102.2967020906012,103.6394715638776,103.6394715638776,103.6394715638776,105.92284699763698
2010-04-12,107.18578667218009,107.18578667218009,107.18578667218009,102.58506515004572,102.58506515004572,102.58506515004572,103.76471361523146,103.76471361523146,103.76471361523146,106.09114234446955
2010-04-13,107.51703274338291,107.51703274338291,107.51703274338291,102.73407785911866,102.73407785911866,102.73407785911866,103.97183801480409,103.97183801480409,103.97183801480409,106.17091958879539
2010-04-14,108.50965602045451,108.50965602045451,108.50965602045451,103.1821508572343,103.1821508572343,103.1821508572343,103.72829980365843,103.72829980365843,103.72829980365843,107.37588612817687
2010-04-15,108.81917221250993,108.81917221250993,108.81917221250993,103.71510105082154,103.71510105082154,103.71510105082154,103.50699736125755,103.50699736125755,103.50699736125755,107.46453051759231
2010-04-16,106.79521780671968,106.79521780671968,106.79521780671968,102.3565481456913,102.3565481456913,102.3565481456913,103.12724997725476,103.12724997725476,103.12724997725476,105.75449752784355
2010-04-19,106.80797345077809,106.80797345077809,106.80797345077809,102.33871891517735,102.33871891517735,102.33871891517735,103.49854946888331,103.49854946888331,103.49854946888331,106.15316725762926
2010-04-20,107.36992883795537,107.36992883795537,107.36992883795537,102.91012339848297,102.91012339848297,102.91012339848297,103.27101923328372,103.27101923328372,103.27101923328372,107.10125720421712
2010-04-21,107.63323630885243,107.63323630885243,107.63323630885243,103.33274798443986,103.33274798443986,103.33274798443986,103.31010010571075,103.31010010571075,103.31010010571075,106.9063153196484
2010-04-22,107.72218132214114,107.72218132214114,107.72218132214114,103.86791915336859,103.86791915336859,103.86791915336859,103.69517577766058,103.69517577766058,103.69517577766058,107.22527094856262
2010-04-23,107.71580918316026,107.71580918316026,107.71580918316026,104.18411600530087,104.18411600530087,104.18411600530087,103.80463731461451,103.80463731461451,103.80463731461451,107.92521614004424
2010-04-26,107.53838069083581,107.53838069083581,107.53838069083581,104.59735630438838,104.59735630438838,104.59735630438838,103.35313906773007,103.35313906773007,103.35313906773007,107.51763416270154
2010-04-27,105.9596873748234,105.9596873748234,105.9596873748234,103.14652706734952,103.14652706734952,103.14652706734952,102.58277486593366,102.58277486593366,102.58277486593366,104.97482921499697
2010-04-28,106.18115522123138,106.18115522123138,106.18115522123138,103.21012524710866,103.21012524710866,103.21012524710866,102.71633794417959,102.71633794417959,102.71633794417959,105.7722047565423
2010-04-29,107.18084411256112,107.18084411256112,107.18084411256112,104.25203599380998,104.25203599380998,104.25203599380998,103.7715823494595,103.7715823494595,103.7715823494595,107.08349585255749
2010-04-30,105.82136901555346,105.82136901555346,105.82136901555346,102.63134425624912,102.63134425624912,102.63134425624912,102.57683486514262,102.57683486514262,102.57683486514262,105.2671473266685
2010-05-03,106.51539559015049,106.51539559015049,106.51539559015049,103.59900974033764,103.59900974033764,103.59900974033764,102.89336476199611,102.89336476199611,102.89336476199611,106.6316593342082
2010-05-04,104.07152466918252,104.07152466918252,104.07152466918252,101.66214715334588,101.66214715334588,101.66214715334588,102.02628526680415,102.02628526680415,102.02628526680415,104.12423276192717
2010-05-05,103.59216600799489,103.59216600799489,103.59216600799489,101.5109147956623,101.5109147956623,101.5109147956623,102.36974055744237,102.36974055744237,102.36974055744237,103.50400167131704
2010-05-06,101.52999024305423,101.52999024305423,101.52999024305423,99.80023168172946,99.80023168172946,99.80023168172946,100.76940809461321,100.76940809461321,100.76940809461321,100.06625552460122
2010-05-07,100.48955588882443,100.48955588882443,100.48955588882443,98.8873966121011,98.8873966121011,98.8873966121011,99.83992179600546,99.83992179600546,99.83992179600546,98.57780193666386
2010-05-10,103.62588459620761,103.62588459620761,103.62588459620761,101.7226151343166,101.7226151343166,101.7226151343166,101.51561742664394,101.51561742664394,101.51561742664394,102.91927524303917
2010-05-11,103.25403705084985,103.25403705084985,103.25403705084985,102.03578827777056,102.03578827777056,102.03578827777056,101.43469069858162,101.43469069858162,101.43469069858162,102.62686692643281
2010-05-12,104.1505526478323,104.1505526478323,104.1505526478323,103.34007212696173,103.34007212696173,103.34007212696173,102.04015537221737,102.04015537221737,102.04015537221737,104.06218078728702
2010-05-13,103.49081916805962,103.49081916805962,103.49081916805962,102.84967093860466,102.84967093860466,102.84967093860466,101.73574457432404,101.73574457432404,101.73574457432404,102.7686149609575
2010-05-14,101.65285424504773,101.65285424504773,101.65285424504773,100.61455064832391,100.61455064832391,100.61455064832391,100.56708070839761,100.56708070839761,100.56708070839761,100.90799385307491
2010-05-17,101.42994018103101,101.42994018103101,101.42994018103101,100.64548040474153,100.64548040474153,100.64548040474153,100.78668369025795,100.78668369025795,100.78668369025795,100.96115162114505
2010-05-18,100.40978722008683,100.40978722008683,100.40978722008683,99.75440736566617,99.75440736566617,99.75440736566617,100.37571226801097,100.37571226801097,100.37571226801097,99.58782659147664
2010-05-19,99.90461839513667,99.90461839513667,99.90461839513667,98.97807625731458,98.97807625731458,98.97807625731458,100.12797830683516,100.12797830683516,100.12797830683516,99.02077130992359
2010-05-20,97.39194773027727,97.39194773027727,97.39194773027727,96.42256088336077,96.42256088336077,96.42256088336077,98.40583617173783,98.40583617173783,98.40583617173783,95.28179480397927
2010-05-21,98.52716932119638,98.52716932119638,98.52716932119638,97.51162657143503,97.51162657143503,97.51162657143503,98.9040598292514,98.9040598292514,98.9040598292514,96.67284510333336
