total_return,annualised_return,annualised_volatility,max_drawdown,avg_drawdown,max_drawdown_duration_days,sharpe_ratio,sortino_ratio,calmar_ratio,num_trades,total_costs,alpha,final_value,equity_curve,drawdown_series
17.327740256789685,0.19720583050050577,0.11872085802024097,-0.1735048476866926,-0.02240382330624721,542,1.2820479319190559,1.9385916858362886,1.136601271548397,299,0.0,0.1522058305005058,1832.7740256789684,"                  value  daily_return  cumulative  running_max  drawdown
date                                                                    
2010-09-01   102.693238      0.026932    1.026932     1.026932  0.000000
2010-09-02   103.568681      0.008525    1.035687     1.035687  0.000000
2010-09-03   105.014162      0.013957    1.050142     1.050142  0.000000
2010-09-06   105.061521      0.000451    1.050615     1.050615  0.000000
2010-09-07   103.735230     -0.012624    1.037352     1.050615 -0.012624
...                 ...           ...         ...          ...       ...
2026-07-09  1846.280568      0.000614   18.462806    18.531669 -0.003716
2026-07-10  1832.310545     -0.007567   18.323105    18.531669 -0.011254
2026-07-13  1828.707278     -0.001967   18.287073    18.531669 -0.013199
2026-07-14  1827.821014     -0.000485   18.278210    18.531669 -0.013677
2026-07-15  1832.774026      0.002710   18.327740    18.531669 -0.011004

[4072 rows x 5 columns]","date
2010-09-01    0.000000
2010-09-02    0.000000
2010-09-03    0.000000
2010-09-06    0.000000
2010-09-07   -0.012624
                ...   
2026-07-09   -0.003716
2026-07-10   -0.011254
2026-07-13   -0.013199
2026-07-14   -0.013677
2026-07-15   -0.011004
Name: drawdown, Length: 4072, dtype: float64"
