total_return,annualised_return,annualised_volatility,max_drawdown,avg_drawdown,max_drawdown_duration_days,sharpe_ratio,sortino_ratio,calmar_ratio,num_trades,total_costs,alpha,final_value,equity_curve,drawdown_series
19.594633556924027,0.2031958693506335,0.1304723355848722,-0.2383088742615468,-0.02101721078650427,340,1.2124859162019612,1.733109099164829,0.852657585582078,308,0.0,0.1581958693506335,2059.4633556924027,"                  value  daily_return  cumulative  running_max  drawdown
date                                                                    
2010-06-30    99.253134     -0.007469    0.992531     0.992531  0.000000
2010-07-01    99.544041      0.002931    0.995440     0.995440  0.000000
2010-07-02   100.357769      0.008175    1.003578     1.003578  0.000000
2010-07-05    99.696762     -0.006587    0.996968     1.003578 -0.006587
2010-07-06   102.301939      0.026131    1.023019     1.023019  0.000000
...                 ...           ...         ...          ...       ...
2026-07-09  2059.774064     -0.001344   20.597741    20.770575 -0.008321
2026-07-10  2052.325598     -0.003616   20.523256    20.770575 -0.011907
2026-07-13  2053.385795      0.000517   20.533858    20.770575 -0.011397
2026-07-14  2055.798387      0.001175   20.557984    20.770575 -0.010235
2026-07-15  2059.463356      0.001783   20.594634    20.770575 -0.008471

[4121 rows x 5 columns]","date
2010-06-30    0.000000
2010-07-01    0.000000
2010-07-02    0.000000
2010-07-05   -0.006587
2010-07-06    0.000000
                ...   
2026-07-09   -0.008321
2026-07-10   -0.011907
2026-07-13   -0.011397
2026-07-14   -0.010235
2026-07-15   -0.008471
Name: drawdown, Length: 4121, dtype: float64"
