date,cash_pounds,portfolio_value,total_cost,rebalance_reason,RSG_target_value,NVDA_target_value,VWS.CO_target_value,ADBE_target_value,LLY_target_value,NEE_target_value,NOW_target_value,COST_target_value,WM_target_value,ENPH_target_value,UNH_target_value,FSLR_target_value,MSFT_target_value,GILD_target_value,V_target_value
2026-07-28 11:14:09,8.51,100.0,0.37,First run,0.0,23.51,0.0,0.0,7.25,7.28,0.0,0.06,0.0,0.0,0.0,0.0,0.0,51.13,2.26
