date,portfolio_value,cash_pounds,realised_profit,total_wealth,RSG_value,NVDA_value,VWS.CO_value,ADBE_value,LLY_value,NEE_value,NOW_value,COST_value,WM_value,ENPH_value,UNH_value,FSLR_value,MSFT_value,GILD_value,V_value
2026-07-28 11:14:09,100.0,8.51,0.0,100.0,0.0,23.51,0.0,0.0,7.25,7.28,0.0,0.06,0.0,0.0,0.0,0.0,0.0,51.13,2.26
