total_return,annualised_return,annualised_volatility,max_drawdown,avg_drawdown,max_drawdown_duration_days,sharpe_ratio,sortino_ratio,calmar_ratio,num_trades,total_costs,alpha,final_value,equity_curve,drawdown_series
8.48570824466596,0.16302520364403494,0.13746665714742956,-0.22718736338526124,-0.03130655475126926,558,0.8585733158365513,1.1602862159801095,0.717580420032337,469,0.0,0.11802520364403495,948.5708244665959,"                 value  daily_return  cumulative  running_max  drawdown
date                                                                   
2010-01-21   98.631466     -0.013685    0.986315     0.986315  0.000000
2010-01-22   96.545652     -0.021148    0.965457     0.986315 -0.021148
2010-01-25   96.855337      0.003208    0.968553     0.986315 -0.018008
2010-01-26   96.416585     -0.004530    0.964166     0.986315 -0.022456
2010-01-27   96.831977      0.004308    0.968320     0.986315 -0.018245
...                ...           ...         ...          ...       ...
2024-12-19  928.779330      0.003059    9.287793     9.635645 -0.036101
2024-12-20  937.375972      0.009256    9.373760     9.635645 -0.027179
2024-12-23  940.794067      0.003646    9.407941     9.635645 -0.023631
2024-12-24  947.005023      0.006602    9.470050     9.635645 -0.017186
2024-12-26  948.570824      0.001653    9.485708     9.635645 -0.015561

[3754 rows x 5 columns]","date
2010-01-21    0.000000
2010-01-22   -0.021148
2010-01-25   -0.018008
2010-01-26   -0.022456
2010-01-27   -0.018245
                ...   
2024-12-19   -0.036101
2024-12-20   -0.027179
2024-12-23   -0.023631
2024-12-24   -0.017186
2024-12-26   -0.015561
Name: drawdown, Length: 3754, dtype: float64"
