date,spy,no_rules,active,total_wealth
2023-12-26,545.9087517796302,985.1713574942123,464.0609605762134,659.2666426698006
2023-12-27,546.8957739089694,990.6170645644169,466.6261387401864,661.8318208337736
2023-12-28,547.1023431537315,989.8116121571314,466.2467336600651,661.4524157536523
2023-12-29,545.5185253373415,985.3456219035328,464.1430471173702,659.3487292109573
2024-01-02,542.4656303505606,974.0188664611568,458.80762503996607,654.0133071335533
2024-01-03,538.0354507101878,966.6233976580056,455.3240195427144,650.5297016363015
2024-01-04,536.3024339720353,971.6276532078919,457.6812537637293,652.8869358573165
2024-01-05,537.0369545162487,980.5761349481811,461.896399687845,657.1020817814322
2024-01-08,544.7037224228931,995.100136978846,468.7378717652555,663.9435538588427
2024-01-09,543.8773732799164,996.4646730103343,469.3806309123788,664.5863130059661
2024-01-10,546.9531803139329,1011.3885468336387,476.4104609711577,671.6161430647448
2024-01-11,546.7121527934071,1012.6486083228842,477.00400781012763,672.2096899037149
2024-01-12,547.0908690891315,1019.3469582032694,480.1592382744739,675.3649203680611
2024-01-16,545.0823665546893,1014.8365681244185,478.03463737469866,673.2403194682859
2024-01-17,542.0524918610364,1009.6844773280617,475.6077659621817,670.813448055769
2024-01-18,546.8728257797695,1023.2291777530558,481.98794200173603,677.1936240953232
2024-01-19,553.6902242503093,1040.46843160838,490.1084224063502,685.3141044999375
2024-01-22,554.860939659139,1037.96498268208,488.92918297287025,684.1348650664575
2024-01-23,556.4791435873645,1042.3775511619804,491.0077054063677,686.2133874999549
2024-01-24,557.0874855029434,1049.5903294406262,494.4052552751795,689.6109373687667
2024-01-25,560.1174323605245,1055.6803836753822,497.2739505500101,692.4796326435974
2024-01-26,559.4058238635466,1053.8998701298408,496.4352468869595,691.6409289805467
2024-01-29,563.8359674219554,1067.3769774367709,502.7835834631976,697.9892655567849
2024-01-30,563.3998808032314,1070.4800074189177,504.24525311412464,699.4509352077118
2024-01-31,554.206773649089,1056.6925349782246,497.75072030409655,692.9564023976837
